# E[keV] values
0.000000000000000000e+00 4.688568223586887740e+01
2.000000000000000000e+02 3.272691672604868529e+01
4.000000000000000000e+02 5.434700794766995813e+01
6.000000000000000000e+02 1.193766707946664667e+02
8.000000000000000000e+02 1.492786951962053763e+02
1.000000000000000000e+03 2.052795844902535123e+02
1.200000000000000000e+03 4.011751476324490113e+02
1.400000000000000000e+03 5.830897842633521577e+02
1.600000000000000000e+03 7.198640542880538078e+02
1.800000000000000000e+03 1.137832879194601446e+03
2.000000000000000000e+03 1.748804517330004046e+03
2.200000000000000000e+03 2.275593712182329000e+03
2.400000000000000000e+03 3.303721265422231227e+03
2.600000000000000000e+03 6.237020282826955736e+03
2.800000000000000000e+03 9.884352911892872726e+03
3.000000000000000000e+03 1.441084917379780018e+04
3.200000000000000000e+03 5.145695245787040767e+04
3.400000000000000000e+03 5.174814877848593460e+04
3.600000000000000000e+03 1.060524657473981351e+05
3.800000000000000000e+03 1.060734196527027671e+05
