# E[keV] values
0.000000000000000000e+00 9.581748459147240737e+01
2.000000000000000000e+02 2.687139977207704433e+01
4.000000000000000000e+02 5.493073755725798435e+01
6.000000000000000000e+02 7.421544519704615084e+01
8.000000000000000000e+02 8.749415058624988717e+01
1.000000000000000000e+03 9.823200063502639523e+01
1.200000000000000000e+03 1.049559675467534845e+02
1.400000000000000000e+03 1.022293063577970997e+02
1.600000000000000000e+03 1.143359089909498039e+02
1.800000000000000000e+03 1.174015207071603442e+02
2.000000000000000000e+03 1.199579408909093274e+02
2.200000000000000000e+03 1.577151047433790438e+02
2.400000000000000000e+03 1.746557338650306406e+02
2.600000000000000000e+03 2.278911426163008116e+02
2.800000000000000000e+03 2.421614947244065092e+02
3.000000000000000000e+03 3.216983093595245009e+02
3.200000000000000000e+03 3.497850478334348168e+02
3.400000000000000000e+03 4.701000086218152774e+02
3.600000000000000000e+03 7.425087197851443079e+02
3.800000000000000000e+03 1.970420224279013155e+03
