# E[keV] values
0.000000000000000000e+00 5.302517279324053590e+01
2.000000000000000000e+02 3.099795513217655341e+01
4.000000000000000000e+02 5.723857141906339052e+01
6.000000000000000000e+02 8.786889238929983037e+01
8.000000000000000000e+02 1.329168657784148309e+02
1.000000000000000000e+03 1.564630617758155608e+02
1.200000000000000000e+03 3.331962163444512157e+02
1.400000000000000000e+03 4.674625469987466317e+02
1.600000000000000000e+03 5.880173961220887122e+02
1.800000000000000000e+03 9.616365187144022002e+02
2.000000000000000000e+03 1.260262016972699485e+03
2.200000000000000000e+03 1.494184077095905195e+03
2.400000000000000000e+03 3.124840917277055269e+03
2.600000000000000000e+03 5.685775593704426683e+03
2.800000000000000000e+03 7.124624178702697463e+03
3.000000000000000000e+03 1.746400896144870057e+04
3.200000000000000000e+03 2.510196654475443938e+04
3.400000000000000000e+03 4.158599124277085502e+04
3.600000000000000000e+03 5.358527632228157745e+04
3.800000000000000000e+03 6.069191075936969719e+04
