# E[keV] values
1.100000000000000000e+03 2.386486615748212836e-08
1.300000000000000000e+03 3.469630660136462658e-08
1.500000000000000000e+03 5.280097257392414232e-08
1.700000000000000000e+03 5.314959259408530985e-08
1.900000000000000000e+03 7.309840378341778505e-08
2.100000000000000000e+03 7.944990588529228683e-08
2.300000000000000000e+03 6.782038935532323019e-08
2.500000000000000000e+03 8.969346113335083135e-08
2.700000000000000000e+03 8.166644917005758626e-08
2.900000000000000000e+03 9.192653469792600885e-08
3.100000000000000000e+03 4.051955224759011044e-08
3.300000000000000000e+03 4.029379641462522346e-11
3.500000000000000000e+03 1.126090350872679490e-08
3.700000000000000000e+03 3.996936892587219677e-08
3.900000000000000000e+03 1.786434621973971393e-07
4.100000000000000000e+03 2.519251229348937626e-07
4.300000000000000000e+03 1.017501013699410213e-07
4.500000000000000000e+03 1.481024862824955475e-07
4.700000000000000000e+03 1.678366591799925721e-07
4.900000000000000000e+03 9.784518548035749479e-07
