# E[keV] values
1.100000000000000000e+03 2.441903228646413609e-08
1.300000000000000000e+03 3.593805208091533423e-08
1.500000000000000000e+03 3.426429810987134747e-08
1.700000000000000000e+03 4.193368875747795696e-08
1.900000000000000000e+03 5.780718729149380851e-08
2.100000000000000000e+03 6.387274328748471581e-08
2.300000000000000000e+03 5.105003140456476373e-08
2.500000000000000000e+03 5.205814054290369659e-08
2.700000000000000000e+03 4.092032608954810134e-08
2.900000000000000000e+03 5.978289064881803741e-08
3.100000000000000000e+03 1.407213912631503881e-08
3.300000000000000000e+03 3.378983860143887193e-11
3.500000000000000000e+03 9.550099780072888040e-09
3.700000000000000000e+03 2.607291155444268983e-08
3.900000000000000000e+03 4.909318981048466570e-08
4.100000000000000000e+03 4.792321123395833126e-08
4.300000000000000000e+03 1.195982756447234175e-07
4.500000000000000000e+03 1.338454244967384167e-07
4.700000000000000000e+03 1.585916904250686702e-07
4.900000000000000000e+03 2.012198880587942661e-07
