# E[keV] values
1.100000000000000000e+03 1.419735855018830004e-08
1.300000000000000000e+03 2.090906993735368936e-08
1.500000000000000000e+03 2.663720884042056042e-08
1.700000000000000000e+03 3.853724738022975374e-08
1.900000000000000000e+03 4.767798270296676395e-08
2.100000000000000000e+03 6.444222419951455510e-08
2.300000000000000000e+03 4.897753842716628089e-08
2.500000000000000000e+03 4.595990102548691779e-08
2.700000000000000000e+03 5.428344147367726387e-08
2.900000000000000000e+03 4.969605082457533095e-08
3.100000000000000000e+03 2.159785924305617762e-08
3.300000000000000000e+03 3.118193318603331428e-11
3.500000000000000000e+03 1.179282117295792824e-08
3.700000000000000000e+03 3.033939666994703640e-08
3.900000000000000000e+03 8.278045060631287581e-08
4.100000000000000000e+03 9.558787360673582581e-08
4.300000000000000000e+03 9.364527897531257165e-08
4.500000000000000000e+03 2.697204294483364749e-07
4.700000000000000000e+03 1.620133830763637749e-07
4.900000000000000000e+03 1.956813551634762812e-07
