# E[keV] values
1.100000000000000000e+03 1.759393931127459492e-08
1.300000000000000000e+03 2.817231047795589852e-08
1.500000000000000000e+03 3.794167867125317583e-08
1.700000000000000000e+03 3.853432147968705910e-08
1.900000000000000000e+03 5.173365953005797086e-08
2.100000000000000000e+03 5.894586730196498701e-08
2.300000000000000000e+03 4.781229437755344769e-08
2.500000000000000000e+03 4.734549233955303185e-08
2.700000000000000000e+03 4.941206825931589543e-08
2.900000000000000000e+03 6.226461148509829719e-08
3.100000000000000000e+03 3.731566559568710746e-08
3.300000000000000000e+03 1.658735134939704871e-11
3.500000000000000000e+03 1.190205755565023977e-08
3.700000000000000000e+03 2.841076186347620464e-08
3.900000000000000000e+03 1.125478201235659656e-07
4.100000000000000000e+03 8.113530257001965142e-08
4.300000000000000000e+03 2.098754600284009545e-07
4.500000000000000000e+03 5.839356427490346435e-08
4.700000000000000000e+03 2.152004728033301099e-07
4.900000000000000000e+03 3.950404486469807649e-07
