# E[keV] values
0.000000000000000000e+00 8.944287771204660942e+01
2.000000000000000000e+02 3.272035511871818869e+01
4.000000000000000000e+02 5.823911980867748639e+01
6.000000000000000000e+02 6.051087565848125394e+01
8.000000000000000000e+02 1.169349108673694815e+02
1.000000000000000000e+03 1.134994137311238660e+02
1.200000000000000000e+03 1.609208456175311142e+02
1.400000000000000000e+03 1.465126041562554065e+02
1.600000000000000000e+03 1.610535811928753844e+02
1.800000000000000000e+03 1.781495014785156741e+02
2.000000000000000000e+03 2.320177249634666907e+02
2.200000000000000000e+03 2.563850809720385087e+02
2.400000000000000000e+03 2.662693248123662215e+02
2.600000000000000000e+03 3.860715151867337909e+02
2.800000000000000000e+03 3.963577179147292782e+02
3.000000000000000000e+03 4.016581786968655479e+02
3.200000000000000000e+03 4.428034307149575284e+02
3.400000000000000000e+03 6.307872365428112289e+02
3.600000000000000000e+03 1.094603002279968450e+03
3.800000000000000000e+03 1.677282963991920724e+03
