# E[keV] values
1.100000000000000000e+03 2.642453498390914081e-08
1.300000000000000000e+03 3.498132990994532979e-08
1.500000000000000000e+03 3.593919191419706798e-08
1.700000000000000000e+03 5.193929114732429116e-08
1.900000000000000000e+03 6.494577057047012959e-08
2.100000000000000000e+03 6.978112112789429565e-08
2.300000000000000000e+03 7.819973758087567144e-08
2.500000000000000000e+03 6.933006791382298170e-08
2.700000000000000000e+03 8.016217929784251377e-08
2.900000000000000000e+03 7.379792211573996339e-08
3.100000000000000000e+03 3.318050911647868037e-08
3.300000000000000000e+03 2.665962434651000175e-11
3.500000000000000000e+03 1.144087997395355602e-08
3.700000000000000000e+03 3.823321600866343810e-08
3.900000000000000000e+03 6.474675480022360208e-08
4.100000000000000000e+03 1.426056494561245923e-07
4.300000000000000000e+03 1.763319849153472812e-07
4.500000000000000000e+03 1.048131874297302845e-07
4.700000000000000000e+03 4.796546653000257586e-07
4.900000000000000000e+03 1.644238685549394734e-07
