# E[keV] values
1.125000000000000000e+03 4.148331651465069041e-08
1.375000000000000000e+03 3.865157873009513751e-08
1.625000000000000000e+03 4.608347468603711241e-08
1.875000000000000000e+03 6.710343125533392999e-08
2.125000000000000000e+03 8.927042636414092130e-08
2.375000000000000000e+03 7.875150826385000010e-08
2.625000000000000000e+03 7.327293534292662189e-08
2.875000000000000000e+03 7.057063677997740551e-08
3.125000000000000000e+03 3.479337073491400655e-08
3.375000000000000000e+03 3.062285521800901480e-08
3.625000000000000000e+03 7.450714751256717548e-08
3.875000000000000000e+03 7.367929536631487519e-08
4.125000000000000000e+03 2.281280397958580742e-07
4.375000000000000000e+03 1.932930386436613041e-07
4.625000000000000000e+03 1.638863918927544935e-07
4.875000000000000000e+03 4.054275224661145635e-07
