# E[keV] values
1.125000000000000000e+03 2.766426469554531519e-09
1.375000000000000000e+03 2.999189801074586817e-09
1.625000000000000000e+03 2.441393057973036888e-09
1.875000000000000000e+03 2.132644085456351086e-09
2.125000000000000000e+03 1.869104131782320773e-09
2.375000000000000000e+03 9.357071885981438890e-10
2.625000000000000000e+03 6.429033424982405593e-10
2.875000000000000000e+03 4.284858112341517515e-10
3.125000000000000000e+03 1.493413667976852372e-10
3.375000000000000000e+03 2.375266182212160830e-11
3.625000000000000000e+03 5.248184104360956838e-11
3.875000000000000000e+03 8.405620124919220759e-11
4.125000000000000000e+03 1.349530838855523307e-10
4.375000000000000000e+03 4.253805675917835764e-11
4.625000000000000000e+03 4.265617995673424344e-11
4.875000000000000000e+03 7.399193834209861298e-11
