# E[keV] values
0.000000000000000000e+00 4.401049132633927030e+01
2.500000000000000000e+02 3.857742471523971517e+01
5.000000000000000000e+02 8.211063976988019419e+01
7.500000000000000000e+02 1.707213949697910778e+02
1.000000000000000000e+03 3.221462743873343015e+02
1.250000000000000000e+03 4.047828180766784953e+02
1.500000000000000000e+03 7.234757664210821986e+02
1.750000000000000000e+03 1.182642673789329592e+03
2.000000000000000000e+03 1.736370794500066722e+03
2.250000000000000000e+03 2.882286742958173363e+03
2.500000000000000000e+03 6.790429209488798733e+03
2.750000000000000000e+03 8.669188171542138662e+03
3.000000000000000000e+03 2.553764862901242668e+04
3.250000000000000000e+03 3.933531907363289065e+04
3.500000000000000000e+03 7.229551871397430659e+04
3.750000000000000000e+03 1.033780473608763132e+05
