# E[keV] values
0.000000000000000000e+00 4.470881481329429619e+01
2.500000000000000000e+02 4.012768913872913146e+01
5.000000000000000000e+02 7.756783062525187233e+01
7.500000000000000000e+02 1.385462043624007151e+02
1.000000000000000000e+03 2.233523123157494581e+02
1.250000000000000000e+03 3.609552752512975076e+02
1.500000000000000000e+03 5.296320415772795513e+02
1.750000000000000000e+03 1.035782446247824510e+03
2.000000000000000000e+03 1.684323026595197916e+03
2.250000000000000000e+03 3.188435841315465950e+03
2.500000000000000000e+03 6.052175840566485022e+03
2.750000000000000000e+03 9.398395811008755118e+03
3.000000000000000000e+03 1.984257601468204302e+04
3.250000000000000000e+03 3.513542720656729216e+04
3.500000000000000000e+03 8.712207736584238592e+04
3.750000000000000000e+03 2.160486724763451202e+05
