# E[keV] values
1.125000000000000000e+03 2.294957496095718482e-08
1.375000000000000000e+03 3.590466826252075883e-08
1.625000000000000000e+03 4.414782950767969328e-08
1.875000000000000000e+03 6.769358320176591482e-08
2.125000000000000000e+03 8.046235052105615084e-08
2.375000000000000000e+03 7.041169447718234756e-08
2.625000000000000000e+03 7.751159480136555877e-08
2.875000000000000000e+03 7.978468473753287013e-08
3.125000000000000000e+03 3.739727846954764856e-08
3.375000000000000000e+03 1.139722489700117743e-08
3.625000000000000000e+03 7.995987664234940375e-08
3.875000000000000000e+03 6.003735990046452886e-08
4.125000000000000000e+03 3.553785378447074018e-07
4.375000000000000000e+03 2.790328057640594413e-07
4.625000000000000000e+03 6.809359916396006374e-08
4.875000000000000000e+03 1.050535557552116892e-06
