# E[keV] values
0.000000000000000000e+00 5.092531246489350849e+01
2.500000000000000000e+02 4.479241376712858624e+01
5.000000000000000000e+02 7.182538788666727214e+01
7.500000000000000000e+02 1.645385793058170520e+02
1.000000000000000000e+03 2.289021725485296486e+02
1.250000000000000000e+03 3.692556701831164219e+02
1.500000000000000000e+03 6.732300225439942096e+02
1.750000000000000000e+03 1.300820970103774016e+03
2.000000000000000000e+03 1.805946007500624773e+03
2.250000000000000000e+03 3.566231558150050660e+03
2.500000000000000000e+03 7.689230908059541434e+03
2.750000000000000000e+03 1.001041950249767615e+04
3.000000000000000000e+03 2.275393647421287096e+04
3.250000000000000000e+03 3.721795773439731420e+04
3.500000000000000000e+03 9.604864935263661027e+04
3.750000000000000000e+03 1.851758856313546130e+05
