# E[keV] values
1.125000000000000000e+03 2.667433377018711869e-08
1.375000000000000000e+03 3.436714681558150171e-08
1.625000000000000000e+03 3.839700233342955358e-08
1.875000000000000000e+03 6.018557355731856910e-08
2.125000000000000000e+03 7.633024758575887684e-08
2.375000000000000000e+03 6.743467576490571163e-08
2.625000000000000000e+03 8.162036139095660479e-08
2.875000000000000000e+03 7.345215739089427217e-08
3.125000000000000000e+03 4.519247179730535009e-08
3.375000000000000000e+03 1.170813045312288714e-08
3.625000000000000000e+03 5.384578772701970056e-08
3.875000000000000000e+03 9.396069950308562052e-08
4.125000000000000000e+03 2.149415787954911490e-07
4.375000000000000000e+03 1.735713992830620570e-07
4.625000000000000000e+03 9.963644569586573584e-08
4.875000000000000000e+03 4.961763816458295760e-07
