# E[keV] values
1.125000000000000000e+03 2.169729525198896701e-08
1.375000000000000000e+03 2.558270578574879346e-08
1.625000000000000000e+03 4.713483870983731962e-08
1.875000000000000000e+03 6.032260631473619165e-08
2.125000000000000000e+03 7.370810778775992917e-08
2.375000000000000000e+03 6.441256990071153681e-08
2.625000000000000000e+03 6.553586679585233366e-08
2.875000000000000000e+03 5.889971140271286322e-08
3.125000000000000000e+03 3.191499019174439844e-08
3.375000000000000000e+03 3.303123555857086625e-08
3.625000000000000000e+03 5.759848254576576647e-08
3.875000000000000000e+03 5.872759810707041640e-08
4.125000000000000000e+03 1.504190158539716757e-07
4.375000000000000000e+03 1.541867471309003773e-07
4.625000000000000000e+03 1.967778962833407101e-07
4.875000000000000000e+03 2.384461560846260029e-07
