# E[keV] values
1.125000000000000000e+03 3.138902326960092043e-08
1.375000000000000000e+03 3.830418964637941241e-08
1.625000000000000000e+03 4.917050812383696404e-08
1.875000000000000000e+03 7.274713151300119813e-08
2.125000000000000000e+03 1.006110805596841129e-07
2.375000000000000000e+03 8.079284561602066667e-08
2.625000000000000000e+03 7.780029358883727982e-08
2.875000000000000000e+03 7.575414474470404584e-08
3.125000000000000000e+03 3.899986918793601064e-08
3.375000000000000000e+03 1.978649994481985984e-08
3.625000000000000000e+03 5.196456150742117325e-08
3.875000000000000000e+03 9.441574527733902621e-08
4.125000000000000000e+03 1.536534024258080504e-07
4.375000000000000000e+03 2.267258486647897515e-07
4.625000000000000000e+03 1.225658292142856001e-07
4.875000000000000000e+03 4.402620255275284534e-07
