# E[keV] values
1.125000000000000000e+03 2.626079047685187045e-08
1.375000000000000000e+03 4.090690907466431093e-08
1.625000000000000000e+03 5.004856471365632731e-08
1.875000000000000000e+03 6.460189155232625627e-08
2.125000000000000000e+03 8.070100536901646210e-08
2.375000000000000000e+03 6.852486492023425866e-08
2.625000000000000000e+03 7.387404496785050192e-08
2.875000000000000000e+03 7.486245096705585171e-08
3.125000000000000000e+03 3.536551827858695165e-08
3.375000000000000000e+03 1.176238999864830246e-08
3.625000000000000000e+03 4.462095828638772850e-08
3.875000000000000000e+03 7.025404530775931597e-08
4.125000000000000000e+03 2.294075425829234601e-07
4.375000000000000000e+03 1.733921316968460587e-07
4.625000000000000000e+03 1.071511683097975144e-07
4.875000000000000000e+03 1.655860179028567000e-07
