# E[keV] values
1.125000000000000000e+03 2.243752010742356520e-08
1.375000000000000000e+03 3.485902614900086730e-08
1.625000000000000000e+03 5.645779807655218766e-08
1.875000000000000000e+03 6.849414827771593666e-08
2.125000000000000000e+03 9.158573839689512760e-08
2.375000000000000000e+03 8.270769340073001672e-08
2.625000000000000000e+03 7.466529433599322918e-08
2.875000000000000000e+03 7.470059871170963937e-08
3.125000000000000000e+03 5.058785890666492419e-08
3.375000000000000000e+03 5.747917530922485982e-09
3.625000000000000000e+03 5.988218553896337433e-08
3.875000000000000000e+03 4.074405382382872892e-08
4.125000000000000000e+03 2.065044952352796301e-07
4.375000000000000000e+03 4.818505236792174908e-07
4.625000000000000000e+03 1.131696173443173849e-07
4.875000000000000000e+03 7.002116744547310991e-07
