# E[keV] values
1.125000000000000000e+03 2.204386664775937624e-08
1.375000000000000000e+03 3.798426100524631529e-08
1.625000000000000000e+03 4.983794905494115723e-08
1.875000000000000000e+03 8.245302327647070159e-08
2.125000000000000000e+03 1.011892217166459642e-07
2.375000000000000000e+03 8.620104604178397667e-08
2.625000000000000000e+03 9.418242736573289481e-08
2.875000000000000000e+03 6.653748091340459908e-08
3.125000000000000000e+03 2.924281049469965826e-08
3.375000000000000000e+03 1.531522271497950471e-08
3.625000000000000000e+03 3.328429593918866965e-08
3.875000000000000000e+03 5.771316692703049950e-08
4.125000000000000000e+03 1.194197495301198674e-07
4.375000000000000000e+03 7.145385958230983671e-08
4.625000000000000000e+03 8.010696513891018331e-08
4.875000000000000000e+03 1.777949719962094375e-07
