# E[keV] values
0.000000000000000000e+00 4.082843035403729459e+01
2.500000000000000000e+02 4.637419755505322883e+01
5.000000000000000000e+02 6.888832011536037214e+01
7.500000000000000000e+02 1.768594644633409700e+02
1.000000000000000000e+03 2.340121366067712358e+02
1.250000000000000000e+03 3.538910268527321250e+02
1.500000000000000000e+03 6.411051469018460693e+02
1.750000000000000000e+03 9.863727564112872415e+02
2.000000000000000000e+03 1.445088100337839705e+03
2.250000000000000000e+03 2.500498442516467549e+03
2.500000000000000000e+03 6.147532957898840323e+03
2.750000000000000000e+03 8.345174848352016852e+03
3.000000000000000000e+03 1.865342213969328805e+04
3.250000000000000000e+03 3.938790038875136088e+04
3.500000000000000000e+03 7.708734619276448211e+04
3.750000000000000000e+03 3.448599536739699397e+04
