# E[keV] values
1.100000000000000000e+03 3.052622403756185814e-08
1.300000000000000000e+03 3.595499891295606508e-08
1.500000000000000000e+03 4.846849871057466979e-08
1.700000000000000000e+03 4.969846910747617257e-08
1.900000000000000000e+03 6.793930750251856065e-08
2.100000000000000000e+03 7.073461329384913981e-08
2.300000000000000000e+03 7.433737777982227613e-08
2.500000000000000000e+03 7.849059257559086333e-08
2.700000000000000000e+03 7.637725229667455754e-08
2.900000000000000000e+03 7.862850813788094713e-08
3.100000000000000000e+03 4.803088428268132905e-08
3.300000000000000000e+03 2.687760182603222401e-11
3.500000000000000000e+03 1.802228680658224633e-08
3.700000000000000000e+03 6.522075366351098007e-08
3.900000000000000000e+03 1.469714459394998540e-07
4.100000000000000000e+03 3.497557198350528657e-09
4.300000000000000000e+03 2.371609016614295263e-07
4.500000000000000000e+03 2.967587584856158070e-07
4.700000000000000000e+03 4.954913044334783923e-07
4.900000000000000000e+03 1.127215483158195927e-07
5.100000000000000000e+03 2.370815418410064725e-10
5.300000000000000000e+03 1.594704118594365840e-06
5.500000000000000000e+03 5.714610790983628720e-06
