# E[keV] values
0.000000000000000000e+00 5.612684435060921118e+01
2.000000000000000000e+02 3.887979828460214549e+01
4.000000000000000000e+02 5.386985907277903607e+01
6.000000000000000000e+02 1.544918175667497451e+02
8.000000000000000000e+02 2.043102134307715971e+02
1.000000000000000000e+03 3.126035642260616783e+02
1.200000000000000000e+03 6.105388756089867002e+02
1.400000000000000000e+03 7.859018803175727044e+02
1.600000000000000000e+03 9.241966892204452506e+02
1.800000000000000000e+03 1.877554513266196409e+03
2.000000000000000000e+03 2.395402629333099412e+03
2.200000000000000000e+03 2.941132961227453052e+03
2.400000000000000000e+03 5.252054620466778033e+03
2.600000000000000000e+03 8.728327695356429103e+03
2.800000000000000000e+03 1.031575385245990947e+04
3.000000000000000000e+03 2.267380692404030924e+04
3.200000000000000000e+03 4.321072326403600164e+04
3.400000000000000000e+03 4.920660401397086389e+04
3.600000000000000000e+03 9.208348468808537291e+04
3.800000000000000000e+03 2.408611824197477545e+05
4.000000000000000000e+03 1.989198843738001597e+05
4.200000000000000000e+03 1.353175640608519549e+06
4.400000000000000000e+03 1.442523520461607492e+06
