# E[keV] values
1.100000000000000000e+03 2.769540704011367452e-09
1.300000000000000000e+03 2.856874865337909008e-09
1.500000000000000000e+03 2.618121267561223528e-09
1.700000000000000000e+03 2.133540392334865279e-09
1.900000000000000000e+03 2.146332743816733123e-09
2.100000000000000000e+03 1.796249652316840218e-09
2.300000000000000000e+03 1.166556444358298030e-09
2.500000000000000000e+03 7.770538137158223194e-10
2.700000000000000000e+03 5.702555056628719245e-10
2.900000000000000000e+03 4.460233111863770591e-10
3.100000000000000000e+03 1.876744943804404029e-10
3.300000000000000000e+03 1.071643548711106668e-13
3.500000000000000000e+03 2.553672595234957590e-11
3.700000000000000000e+03 5.699352408225321843e-11
3.900000000000000000e+03 1.679104338453976398e-10
4.100000000000000000e+03 9.273713605164675558e-12
4.300000000000000000e+03 6.516685172424874283e-11
4.500000000000000000e+03 1.359691183437519041e-10
4.700000000000000000e+03 1.695355640009748987e-10
4.900000000000000000e+03 4.827028358429959563e-11
5.100000000000000000e+03 2.320803078462936161e-14
5.300000000000000000e+03 3.423485227477587874e-10
5.500000000000000000e+03 4.495843584587482756e-10
