# E[keV] values
1.100000000000000000e+03 3.002755382761047092e-08
1.300000000000000000e+03 2.956140790163555954e-08
1.500000000000000000e+03 4.527788552203048497e-08
1.700000000000000000e+03 4.734817383755548279e-08
1.900000000000000000e+03 6.177606072439970511e-08
2.100000000000000000e+03 7.658847521051839219e-08
2.300000000000000000e+03 7.229046153383428176e-08
2.500000000000000000e+03 6.263144074372673917e-08
2.700000000000000000e+03 5.462755546303372206e-08
2.900000000000000000e+03 7.434104757716670396e-08
3.100000000000000000e+03 4.008861024765535806e-08
3.300000000000000000e+03 4.859177732933310935e-11
3.500000000000000000e+03 1.691775514473806281e-08
3.700000000000000000e+03 4.696858972729670062e-08
3.900000000000000000e+03 6.852560872674259070e-08
4.100000000000000000e+03 5.334115594142672483e-09
4.300000000000000000e+03 2.119703894688125066e-07
4.500000000000000000e+03 1.958453659261137084e-07
4.700000000000000000e+03 1.625196341645012078e-07
4.900000000000000000e+03 3.421930630259733282e-07
5.100000000000000000e+03 4.278358205363401191e-10
5.300000000000000000e+03 4.834456826809289504e-07
5.500000000000000000e+03 3.643197339975495547e-06
