# E[keV] values
1.100000000000000000e+03 2.155886804570792505e-08
1.300000000000000000e+03 3.235787013965768315e-08
1.500000000000000000e+03 3.262771138589928707e-08
1.700000000000000000e+03 3.308670088298772974e-08
1.900000000000000000e+03 5.015459750059599077e-08
2.100000000000000000e+03 6.487685527341372133e-08
2.300000000000000000e+03 5.287591057224063698e-08
2.500000000000000000e+03 5.837348703245514177e-08
2.700000000000000000e+03 5.328383057921622500e-08
2.900000000000000000e+03 6.310067061481745961e-08
3.100000000000000000e+03 3.271787343352235945e-08
3.300000000000000000e+03 3.649138552848270737e-11
3.500000000000000000e+03 3.353196269622467997e-08
3.700000000000000000e+03 3.296592671064081863e-08
3.900000000000000000e+03 7.617150106606002528e-08
4.100000000000000000e+03 4.011486726400891951e-09
4.300000000000000000e+03 1.089957915732285428e-07
4.500000000000000000e+03 3.169544451446630829e-07
4.700000000000000000e+03 1.911285967908923784e-07
4.900000000000000000e+03 9.440510359231096965e-08
5.100000000000000000e+03 4.289176472157323703e-10
5.300000000000000000e+03 4.840744078799809058e-07
5.500000000000000000e+03 2.645120003573042481e-06
