# E[keV] values
0.000000000000000000e+00 5.009013657377168727e+01
2.000000000000000000e+02 3.277547310957609028e+01
4.000000000000000000e+02 5.437040019933367319e+01
6.000000000000000000e+02 1.751049192790793825e+02
8.000000000000000000e+02 2.457082056187148567e+02
1.000000000000000000e+03 2.786344986517020175e+02
1.200000000000000000e+03 5.307096411696707037e+02
1.400000000000000000e+03 6.128285837961528841e+02
1.600000000000000000e+03 1.201087060144273210e+03
1.800000000000000000e+03 1.677454354730266687e+03
2.000000000000000000e+03 2.062552079768878230e+03
2.200000000000000000e+03 2.997980987368383921e+03
2.400000000000000000e+03 4.245113408152866214e+03
2.600000000000000000e+03 8.445922069603471755e+03
2.800000000000000000e+03 1.139213549830753436e+04
3.000000000000000000e+03 2.063915910902813630e+04
3.200000000000000000e+03 3.879296107888768165e+04
3.400000000000000000e+03 4.110879984803096886e+04
3.600000000000000000e+03 1.030512369759523863e+05
3.800000000000000000e+03 2.048953029847007128e+05
4.000000000000000000e+03 2.241057871958095930e+05
4.200000000000000000e+03 9.673036012786183273e+05
4.400000000000000000e+03 1.223339482284012018e+06
